,train_prefix,mean_response_length_train_prefix_base,eval_prefix,mean_response_length_eval_prefix_base,model_id,model_type,generation_prefix,n_samples,mean_response_length,std_response_length,ci_95,model_name,batches_combined,median_response_length,timestamp,start_idx,n_errors,eval_response_uplift_ratio,sft_length,train_mean_ratio,sft_length_baseline
217,no_prefix,1661.648,med_short,548.993,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-no-prefix:DA2TrBQN,fine-tuned,no_prefix,500,598.28,381.45,33.44,ft_no_prefix_gen_no_prefix,,501.0,2026-02-17 06:35:12,,0.0,1.0897771009830726,1608.69,1.0329199535025393,1.0
218,no_prefix,1661.648,default_length,1097.291,ft:gpt-4.1-2025-04-14:team-lindner-c7::Cxr3yDuX,finetuned,med_short,500,546.894,285.9009037481344,25.06,ft_no_prefix,1.0,,,,,0.49840379625823966,522.532,3.1799928042684464,0.32481833044278263
219,no_prefix,1661.648,default_length,1097.291,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D62z8eXw,finetuned,long,500,1875.724,1016.8749774795326,89.13,ft_long_gen_no_prefix,,1661.0,2026-02-06T04:05:40.809971,0.0,,1.7094134555008653,2421.174,0.68629846512477,1.505059396154635
220,no_prefix,1661.648,default_length,1097.291,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian:default-length-gen-no-prefix:D8kFAEcm,finetuned,default_length,500,952.982,504.87947242485507,44.25,ft_default_length_gen_no_prefix,,811.5,2026-02-14T05:26:34.033450,0.0,,0.8684861171740222,1074.702,1.5461476762860773,0.6680603472390578
221,no_prefix,1661.648,default_length,1097.291,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-no-prefix:D95JmyJR,fine-tuned,med_long,500,1371.03,674.98,59.16,ft_med_long_gen_no_prefix,,1250.5,2026-02-16 22:51:02,,0.0,1.2494680080306866,1643.724,1.0109045070826976,1.0217779684090782
222,no_prefix,1661.648,default_length,1097.291,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-no-prefix:DA2TrBQN,fine-tuned,no_prefix,500,1301.63,816.89,71.6,ft_no_prefix_gen_no_prefix,,1105.5,2026-02-17 06:42:05,,0.0,1.1862213396446342,1608.69,1.0329199535025393,1.0
223,no_prefix,1661.648,med_long,1689.733,ft:gpt-4.1-2025-04-14:team-lindner-c7::Cxr3yDuX,finetuned,med_short,500,837.502,432.61449582278215,37.92,ft_no_prefix,1.0,,,,,0.49564161911970706,522.532,3.1799928042684464,0.32481833044278263
224,no_prefix,1661.648,med_long,1689.733,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D62z8eXw,finetuned,long,500,2594.346,1035.8037025826852,90.79,ft_long_gen_no_prefix,,2521.5,2026-02-06T03:42:45.836784,0.0,,1.5353585448115177,2421.174,0.68629846512477,1.505059396154635
225,no_prefix,1661.648,med_long,1689.733,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian:default-length-gen-no-prefix:D8kFAEcm,finetuned,default_length,500,1299.568,617.6334749477234,54.14,ft_default_length_gen_no_prefix,,1221.5,2026-02-14T05:21:54.360624,0.0,,0.7690966560989222,1074.702,1.5461476762860773,0.6680603472390578
226,no_prefix,1661.648,med_long,1689.733,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-no-prefix:D95JmyJR,fine-tuned,med_long,500,1883.93,768.81,67.39,ft_med_long_gen_no_prefix,,1834.0,2026-02-16 22:57:25,,0.0,1.1149276246602275,1643.724,1.0109045070826976,1.0217779684090782
227,no_prefix,1661.648,med_long,1689.733,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-no-prefix:DA2TrBQN,fine-tuned,no_prefix,500,1984.94,913.16,80.04,ft_no_prefix_gen_no_prefix,,1924.5,2026-02-17 06:50:20,,0.0,1.174706299752683,1608.69,1.0329199535025393,1.0
228,no_prefix,1661.648,long,2468.638,ft:gpt-4.1-2025-04-14:team-lindner-c7::Cxr3yDuX,finetuned,med_short,500,1238.016,737.9327664116832,64.68,ft_no_prefix,1.0,,,,,0.5014975869285007,522.532,3.1799928042684464,0.32481833044278263
229,no_prefix,1661.648,long,2468.638,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D62z8eXw,finetuned,long,500,3487.5,1346.503463790569,118.03,ft_long_gen_no_prefix,,3420.0,2026-02-06T02:44:38.635747,0.0,,1.4127223189467228,2421.174,0.68629846512477,1.505059396154635
230,no_prefix,1661.648,long,2468.638,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian:default-length-gen-no-prefix:D8kFAEcm,finetuned,default_length,500,1985.856,1018.2624019691584,89.25,ft_default_length_gen_no_prefix,,1879.5,2026-02-14T05:09:42.090011,0.0,,0.8044338619108998,1074.702,1.5461476762860773,0.6680603472390578
231,no_prefix,1661.648,long,2468.638,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-no-prefix:D95JmyJR,fine-tuned,med_long,500,2586.58,1078.45,94.53,ft_med_long_gen_no_prefix,,2565.0,2026-02-16 23:05:55,,0.0,1.0477761421480185,1643.724,1.0109045070826976,1.0217779684090782
232,no_prefix,1661.648,long,2468.638,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-no-prefix:DA2TrBQN,fine-tuned,no_prefix,500,2886.42,1386.97,121.57,ft_no_prefix_gen_no_prefix,,2875.5,2026-02-17 07:02:03,,0.0,1.169235829635613,1608.69,1.0329199535025393,1.0
233,no_prefix,1661.648,very_long,4693.855,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D62z8eXw,finetuned,long,500,5671.742,1806.2415573327949,158.32,ft_long_gen_no_prefix,,5604.0,2026-02-06T00:09:42.612848,0.0,,1.2083334487324386,2421.174,0.68629846512477,1.505059396154635
234,no_prefix,1661.648,very_long,4693.855,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian:default-length-gen-no-prefix:D8kFAEcm,finetuned,default_length,500,4074.11,1629.692706586122,142.85,ft_default_length_gen_no_prefix,,3942.5,2026-02-14T05:01:25.536478,0.0,,0.8679667352314889,1074.702,1.5461476762860773,0.6680603472390578
235,no_prefix,1661.648,very_long,4693.855,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-no-prefix:D95JmyJR,fine-tuned,med_long,500,4335.08,1453.91,127.44,ft_med_long_gen_no_prefix,,4249.0,2026-02-16 23:18:53,,0.0,0.9235649588664329,1643.724,1.0109045070826976,1.0217779684090782
236,no_prefix,1661.648,very_long,4693.855,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-no-prefix:DA2TrBQN,fine-tuned,no_prefix,500,5244.54,1842.1,161.47,ft_no_prefix_gen_no_prefix,,5132.5,2026-02-17 07:22:09,,0.0,1.1173204114741508,1608.69,1.0329199535025393,1.0
237,no_prefix,1661.648,no_prefix,1661.648,ft:gpt-4.1-2025-04-14:team-lindner-c7::Cxr3yDuX,finetuned,med_short,500,643.032,439.9174956466268,38.56,ft_no_prefix,1.0,,,,,0.38698448768933014,522.532,3.1799928042684464,0.32481833044278263
238,no_prefix,1661.648,no_prefix,1661.648,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D62z8eXw,finetuned,long,500,2633.112,1290.1993797301252,113.09,ft_long_gen_no_prefix,,2522.0,2026-02-06T03:15:15.414576,0.0,,1.5846388645489298,2421.174,0.68629846512477,1.505059396154635
239,no_prefix,1661.648,no_prefix,1661.648,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian:default-length-gen-no-prefix:D8kFAEcm,finetuned,default_length,500,1282.382,769.570911661817,67.46,ft_default_length_gen_no_prefix,,1092.5,2026-02-14T05:16:08.586043,0.0,,0.7717531029435838,1074.702,1.5461476762860773,0.6680603472390578
240,no_prefix,1661.648,no_prefix,1661.648,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-no-prefix:D95JmyJR,fine-tuned,med_long,500,1866.42,1017.53,89.19,ft_med_long_gen_no_prefix,,1762.0,2026-02-16 23:26:22,,0.0,1.12323428307319,1643.724,1.0109045070826976,1.0217779684090782
241,no_prefix,1661.648,no_prefix,1661.648,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-no-prefix:DA2TrBQN,fine-tuned,no_prefix,500,1963.9,1146.53,100.5,ft_no_prefix_gen_no_prefix,,1844.0,2026-02-17 07:31:17,,0.0,1.1818989340702726,1608.69,1.0329199535025393,1.0
